START		@		0.3027639329406435
START		,		0.014589941096511109
START		L		0.036338921613049406
START		~		0.143271409152696
START		&		0.0028092433167195303
START		S		0.0028092433167195303
START		N		0.05718169460806527
START		A		0.03543271409152698
START		G		0.007340280924331674
START		$		0.007340280924331674
START		V		0.07893067512460356
START		R		0.03090167648391483
START		X		0.0019030357951971008
START		E		0.008246488445854103
START		T		9.062075215224291e-05
START		M		0.0009968282736746719
START		D		0.0299954689623924
START		O		0.07258722247394656
START		Z		0.0009968282736746719
START		!		0.05899410965111012
START		^		0.06624376982328956
START		U		0.0028092433167195303
START		P		0.019120978704123253
START		Y		9.062075215224291e-05
START		#		0.018214771182600824
@		END		0.03103270667010042
@		~		0.24220963172804516
@		O		0.09026525882049956
@		!		0.12889518413597725
@		E		0.00914241565799639
@		A		0.02201905742982229
@		,		0.05163533350502186
@		P		0.02588204996137006
@		@		0.09927890806077769
@		V		0.07738861704867366
@		L		0.03103270667010042
@		D		0.016868400721091928
@		N		0.042621684264743734
@		U		0.018156064898274517
@		#		0.011717744012361569
@		^		0.028457378315735242
@		R		0.04004635591037855
@		G		0.00914241565799639
@		&		0.013005408189544158
@		S		0.001416430594900849
@		$		0.006567087303631209
@		X		0.002704094772083439
@		T		0.000128766417718259
@		Z		0.000128766417718259
@		M		0.000128766417718259
@		Y		0.000128766417718259
,		END		0.2214223857977917
,		$		0.018456375838926172
,		O		0.07528685862740851
,		!		0.06013206321714655
,		&		0.027657501623728074
,		R		0.04389478242043731
,		^		0.06121454860359383
,		V		0.10343147867503785
,		A		0.03090495778306992
,		N		0.06446200476293569
,		G		0.017373890452478887
,		P		0.03090495778306992
,		D		0.035234899328859044
,		L		0.042812297033990025
,		U		0.052554665512015576
,		~		0.023327560077938944
,		,		0.026033773544057153
,		#		0.022245074691491663
,		Z		0.0016778523489932883
,		E		0.02549253085083351
,		@		0.013043948906689758
,		X		0.0016778523489932883
,		Y		0.0005953669625460056
,		T		5.412426932236414e-05
,		S		5.412426932236414e-05
,		M		5.412426932236414e-05
L		END		0.00038226299694189603
L		N		0.0386085626911315
L		R		0.19533639143730885
L		V		0.3520642201834862
L		D		0.10359327217125382
L		T		0.011850152905198776
L		A		0.1532874617737003
L		P		0.09212538226299695
L		$		0.011850152905198776
L		O		0.019495412844036695
L		,		0.004204892966360856
L		^		0.008027522935779817
L		G		0.004204892966360856
L		~		0.00038226299694189603
L		@		0.00038226299694189603
L		!		0.00038226299694189603
L		&		0.00038226299694189603
L		#		0.00038226299694189603
L		U		0.00038226299694189603
L		L		0.00038226299694189603
L		E		0.00038226299694189603
L		X		0.00038226299694189603
L		Z		0.00038226299694189603
L		S		0.00038226299694189603
L		M		0.00038226299694189603
L		Y		0.00038226299694189603
~		END		0.049448384554767535
~		@		0.4710401891252955
~		O		0.05535855003940111
~		U		0.07505910165484633
~		~		0.03368794326241135
~		#		0.02186761229314421
~		X		0.006107171000788022
~		A		0.01792750197005516
~		P		0.015957446808510637
~		,		0.03171788810086683
~		V		0.04156816390858944
~		$		0.008077226162332545
~		D		0.019897557131599686
~		L		0.013987391646966114
~		^		0.04550827423167849
~		&		0.0021670606776989757
~		!		0.03171788810086683
~		R		0.019897557131599686
~		N		0.025807722616233254
~		E		0.008077226162332545
~		G		0.0021670606776989757
~		Z		0.0021670606776989757
~		T		0.00019700551615445234
~		S		0.00019700551615445234
~		M		0.00019700551615445234
~		Y		0.00019700551615445234
&		END		0.0003974562798092208
&		V		0.20707472178060407
&		R		0.06399046104928455
&		$		0.032193958664546884
&		L		0.05604133545310013
&		N		0.16732909379968197
&		!		0.012321144674085845
&		O		0.15937996820349754
&		P		0.02027027027027026
&		A		0.07591414944356119
&		D		0.09181240063593002
&		^		0.07591414944356119
&		G		0.00437201907790143
&		@		0.016295707472178053
&		U		0.00437201907790143
&		,		0.008346581875993637
&		~		0.0003974562798092208
&		T		0.0003974562798092208
&		&		0.0003974562798092208
&		#		0.0003974562798092208
&		E		0.0003974562798092208
&		X		0.0003974562798092208
&		Z		0.0003974562798092208
&		S		0.0003974562798092208
&		M		0.0003974562798092208
&		Y		0.0003974562798092208
S		END		0.0053763440860215
S		N		0.6505376344086014
S		A		0.1129032258064515
S		^		0.0591397849462365
S		,		0.0591397849462365
S		~		0.0053763440860215
S		@		0.0053763440860215
S		O		0.0053763440860215
S		V		0.0053763440860215
S		$		0.0053763440860215
S		R		0.0053763440860215
S		!		0.0053763440860215
S		P		0.0053763440860215
S		T		0.0053763440860215
S		&		0.0053763440860215
S		D		0.0053763440860215
S		#		0.0053763440860215
S		G		0.0053763440860215
S		U		0.0053763440860215
S		L		0.0053763440860215
S		E		0.0053763440860215
S		X		0.0053763440860215
S		Z		0.0053763440860215
S		S		0.0053763440860215
S		M		0.0053763440860215
S		Y		0.0053763440860215
N		END		0.03712569229325072
N		&		0.03477893551112361
N		,		0.2976156951093588
N		V		0.11081385525204165
N		N		0.13850558528114143
N		~		0.005209800056322161
N		P		0.19717450483431895
N		A		0.014127475828405142
N		O		0.024922557026189802
N		U		0.01694358396695766
N		@		0.009433962264150941
